Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/23;fev/23;mar/23;abr/23;mai/23;jun/23
47051;VERDEBRITA CL 514;VERDEBRITA BENEFICIAMENTO E COMERCIO DE MINERIOS LTDA;07.513.293/0001-50;7,917;35,521;67,287;39,884;79,092;65,906
47054;KELCO CL 514;KELCO INDUSTRIAL PRODUTOS ANIMAIS LTDA;13.809.963/0001-82;168,452;154,599;174,473;139,774;135,886;125,649
47058;C CE DISSOLTEX CL 514;DISSOLTEX INDUSTRIA QUIMICA LTDA;59.599.555/0001-44;148,678;139,781;140,135;117,550;125,913;123,433
47060;METAPERFIL CL 514;METAPERFIL SERVICOS DE PINTURA ELETROSTATICA LTDA;14.487.811/0001-73;208,075;206,333;256,393;225,120;259,292;245,959
47078;REPAMA CL 514;REPAMA EQUIPAMENTOS INDUSTRIAIS LTDA;07.599.313/0001-57;97,938;53,718;59,240;46,646;79,213;67,394
47083;TAKASAGO FRAGRANCIAS CL 514;TAKASAGO FRAGRANCIAS E AROMAS LTDA;67.092.320/0001-90;94,670;89,431;104,162;80,354;84,221;73,084
47113;SIN IMPLANTE CL 514;SIN - SISTEMA DE IMPLANTE NACIONAL S.A.;04.298.106/0001-74;244,474;269,574;301,393;244,155;262,551;219,298
47121;VIC PHARMA CL 514;VIC PHARMA INDUSTRIA E COMERCIO LTDA;39.032.974/0001-92;210,816;186,556;213,779;171,073;153,480;142,691
47138;FRIGORIFICO FORESTA CL 514;FRIGORIFICO FORESTA LTDA;73.717.837/0001-20;154,668;136,905;154,862;131,090;133,754;131,766
47141;REITER BRASIL CL 514;REITER BRASIL SOLUCOES DE PINTURA LTDA.;14.254.385/0001-28;331,546;342,946;385,143;286,902;313,625;271,182
47146;FORNO MANIA CL 514;MANIA FOODS ALIMENTACAO LTDA;02.475.773/0001-50;133,156;134,100;144,774;134,183;136,311;135,203
47159;CHS AGRO CL 514;CHS AGRONEGOCIO - INDUSTRIA E COMERCIO LTDA;05.492.968/0001-04;75,921;525,231;408,132;196,240;147,341;227,296
47161;DINJET CL 514;DINJET DANTAS INDUSTRIA DE INJETADOS LTDA;01.274.980/0001-83;135,367;86,860;121,015;114,235;133,549;91,587
47165;GALVANIZACAO BATISTI CL 514;GALVANIZACAO BATISTI LTDA;72.099.914/0001-62;115,862;141,169;152,548;112,956;127,782;123,541
47194;DECOLORES MBRASIL CL 514;DECOLORES MARMORES E GRANITOS DO BRASIL LTDA;04.023.387/0002-33;56,192;80,427;74,801;46,212;58,724;50,687
47205;KARAMBI CL 514;KARAMBI ALIMENTOS LTDA;25.853.672/0001-70;43,563;41,310;47,170;41,544;45,226;150,255
47207;CERAMICA IMPERIAL ES CL 514;CERAMICA IMPERIAL LTDA;27.357.433/0001-55;82,008;45,026;80,194;68,220;78,770;68,187
47208;SOL E NEVE CL 514;MARBRAN INDUSTRIA COMERCIO E TRANSPORTE LTDA;70.928.650/0001-87;120,322;125,408;150,597;109,150;67,266;84,970
47225;MAZETTO CL 514;MAZETTO INDUSTRIA E COMERCIO DE ALUMINIOS LTDA;44.219.772/0001-94;67,338;72,688;80,611;63,831;82,132;74,729
47239;LIGACONTRA CL 514;LIGA NORTE RIOGRANDENSE CONTRA O CANCER;08.428.765/0001-39;370,945;357,410;392,967;376,764;395,160;346,792
47276;FRIUNA ALIMENTOS CL 514;FRIUNA ALIMENTOS LTDA;06.095.896/0001-16;334,177;286,549;295,415;283,210;344,706;316,809
47279;SOMOS NESP;SOMOS SISTEMAS DE ENSINO S.A.;49.323.314/0001-14;199,569;202,786;200,080;139,402;210,728;164,951
47299;FRIGORIFICO MATA BEM CL 514;FRIGORIFICO MATA BEM COMERCIO E ABATE DE SUINOS E BOVINOS LTDA;07.015.638/0001-45;107,388;97,587;117,563;104,100;113,109;102,231
47300;KLAIER CL 514;KLAIER S.A. INDUSTRIA E COMERCIO;28.058.915/0002-58;54,302;38,431;50,586;39,232;50,569;49,577
47315;OSWALDO CRUZ QUIMICA CL 514;OSWALDO CRUZ QUIMICA INDUSTRIA E COMERCIO LTDA;53.425.120/0001-05;352,063;308,774;360,131;306,228;342,010;308,384
47317;COPAX CL 514;COPAX INDUSTRIAL LTDA;67.347.179/0001-29;84,012;68,773;82,544;48,283;53,795;53,898
47348;FEEDER CL 514;FEEDER INDUSTRIAL LTDA;61.914.768/0001-65;197,090;200,049;226,879;201,506;231,244;217,643
47376;BAKELS CL 514;BAKELS BRASIL INGREDIENTES PARA PANIFICACAO LTDA.;61.066.809/0001-00;69,896;73,727;100,314;75,706;94,779;85,241
47383;BIKE DO NORDESTE CL 514;BIKE DO NORDESTE S/A;02.220.262/0001-97;123,721;90,900;128,245;100,639;127,267;115,842
47384;FORTLINE CL 514;FORTLINE INDUSTRIA E COMERCIO DE MOVEIS LTDA;08.368.875/0001-52;169,930;148,923;164,534;111,927;157,608;143,014
47396;DURIT CL 514;DURIT BRASIL LTDA;13.455.068/0001-07;134,114;123,287;137,047;126,332;131,602;126,022
47403;FRIESE CL 514;FRIESE EQUIPAMENTOS INDUSTRIAIS LTDA;43.201.912/0001-34;137,188;131,447;127,188;118,013;131,606;136,405
47409;MAX ADMINISTRADORA CL 514;MAX ADMINISTRADORA DE IMOVEIS LTDA.;08.916.649/0001-69;198,176;171,929;187,259;139,816;124,946;110,784
47420;TECHNOPACK CL 514;TECHNOPACK - INDUSTRIA, COMERCIO E SERVICO DE ROTULAGEM LTDA;94.408.937/0001-44;84,501;68,924;73,713;71,973;42,227;62,634
47433;DAFLORA CL 514;AGUA MINERAL SANTA CANDIDA LTDA;72.824.857/0001-37;124,477;128,966;153,391;120,922;92,532;85,652
47436;FICOSA CL 514;FICOSA DO BRASIL LTDA;00.839.627/0001-30;265,436;239,723;298,618;262,040;315,284;308,660
47443;COMPENSADOS LASELVA CL 514;COMPENSADOS LASELVA LTDA.;00.144.009/0001-76;186,022;192,468;230,812;211,782;218,989;220,508
47450;MULTIBLOCO CL 514;MULTIBLOCO IND. E COM. DE ARTEFATOS DE CONCRETO LTDA;31.269.012/0001-40;81,209;66,502;0,000;0,000;0,000;0,000
47491;TAMA BRASIL CL 514;TAMA BRASIL INDUSTRIA DE SOLUCOES EM EMBALAGENS AGRICOLAS LTDA.;16.731.141/0001-14;257,317;232,794;282,021;265,022;268,088;216,402
47496;C CL SUPER RODAS;SUPER RODAS RECAPAGENS LTDA;09.009.223/0001-94;80,150;76,340;95,179;86,672;86,079;72,734
47501;BLP CL 514;CONDOMINIO BONSUCESSO LOGISTICS PARK;33.790.749/0001-39;317,343;296,576;334,565;310,534;321,937;304,976
47504;PEDREIRA ARACRUZ CL 514;PEDREIRA ARACRUZ LTDA;35.978.246/0001-17;46,265;43,229;47,914;19,490;45,091;42,802
47513;LASSANE CL 514;LASSANE TECNOLOGIA EM ENCADERNACOES LTDA;18.181.313/0001-59;156,912;130,101;164,716;140,298;177,987;144,345
47515;UNIBALSAS CL 514;UNIBALSAS EDUCACIONAL LTDA;07.344.774/0001-89;24,052;31,183;38,859;36,980;19,711;15,103
47536;COMPENSADOS NM CL 514;COMPENSADOS NM LTDA;04.217.291/0001-25;189,538;203,738;230,146;207,862;222,271;213,037
47545;SPLACK CL 514;SPLACK S.A.;01.548.458/0001-42;70,356;87,208;115,133;88,512;95,494;89,236
47552;OLIVO ELETROFERRAGENS CL 514;OLIVO S/A INDUSTRIA DE PRODUTOS PARA ILUMINACAO E ELETROFERRAGENS;30.471.204/0001-71;379,857;407,669;487,077;474,251;481,720;477,619
47575;BRASILIA EMP CL 514;BRASILIA EMPREENDIMENTOS SERVICOS E PARTICIPACOES LTDA;00.687.681/0001-08;209,852;227,850;242,643;228,647;234,334;213,294
47588;ICAVI CALDEIRAS NESP;ICAVI INDUSTRIA DE CALDEIRAS VALE DO ITAJAI S/A;07.386.836/0001-15;98,808;91,815;97,361;73,569;85,181;82,503
47597;INFAN CL 514;INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A;08.939.548/0001-03;282,402;294,979;285,011;252,453;237,583;212,362
47608;CIAFLEX CL 514;CIAFLEX INDUSTRIA DE BORRACHAS LTDA;02.696.692/0001-80;73,076;84,592;99,771;77,394;87,178;79,371
47614;SAMBA TOYS CL 514;SAMBA TOYS - INDUSTRIA, DISTRIBUIDORA E IMPORTADORA LTDA;11.880.019/0003-58;67,133;111,264;179,741;218,894;260,667;246,625
47638;AGROSEPAC CL 514;AGROSEPAC SERRADOS LTDA;29.116.865/0001-08;234,006;262,559;300,325;307,602;360,522;333,791
47657;BARBACENA SHOPPING CL 514;PARQUE BARBACENA SHOPPING CENTER S/A;17.133.382/0001-24;75,924;76,400;83,820;68,560;60,844;55,803
47668;MICROPET CL 514;MICROPET BENEFICIAMENTO DE TERMOPLASTICOS LTDA;05.194.545/0001-08;0,000;0,000;0,000;0,000;0,000;0,000
47669;DREAM DOG CL 514;DREAM INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;10.708.509/0001-47;19,870;18,439;27,478;26,797;28,278;33,419
47673;JANDAIA CL 514;DISTRIBUIDORA JANDAIA LTDA;75.331.801/0001-39;204,015;187,508;201,922;203,166;207,956;200,010
47685;FRIGONOSSA CL 514;FRIGORIFICO NOSSA SENHORA DA SAUDE LTDA;23.647.688/0001-00;307,395;295,082;318,016;291,242;316,290;297,350
47693;WEC CABOS CL 514;WEC CABOS ESPECIAIS LTDA;24.326.833/0001-05;239,952;265,335;291,186;269,658;277,897;279,483
47695;ROSE PLASTIC CL 514;ROSE PLASTIC BRASIL EMBALAGENS PLASTICAS LTDA.;00.603.666/0001-34;167,623;157,136;177,658;166,265;184,046;164,268
47702;INCESA CL 514;INCESA INDUSTRIA DE COMPONENTES ELETRICOS LTDA;64.810.955/0001-97;189,468;204,096;247,080;201,685;178,405;96,818
47705;SUPER LIS CL 514;SUPER LIS SUPERMERCADO LTDA;07.255.463/0001-43;98,274;83,181;94,185;67,836;65,755;63,715
47706;LUCKSPUMA CL 514;LUCKSPUMA INDUSTRIA E COMERCIO LIMITADA;57.953.382/0001-95;80,680;75,595;87,425;63,409;73,367;81,303
47715;PISSARDI CL 514;PISSARDI SERVICE INDUSTRIA E COMERCIO DE ARTEFATOS PLASTICOS LTDA;02.392.172/0001-83;216,123;202,626;231,423;182,918;220,054;223,877
47727;DONGWON SUL CL 514;DONGWON BRASIL FABRICACAO DE AUTO PECAS LTDA.;14.483.137/0002-30;153,894;42,882;153,729;122,288;113,667;62,217
47736;FRIOS SCHROEDER CL 514;FRIOS SCHROEDER LTDA;41.890.211/0001-24;80,095;89,266;101,757;93,520;106,624;100,087
47742;VOESTALPINE CL 514;VOESTALPINE BOHLER WELDING SOLDAS DO BRASIL LTDA;61.479.002/0001-08;92,103;84,966;88,040;75,790;89,074;91,335
47754;OLARIA BELA VISTA CL 514;JOSE LUIS PETRI;82.150.335/0001-50;73,373;147,121;178,007;145,140;177,619;143,276
47758;MONTENEGRO MADEIRAS CL 514;MONTENEGRO - INDUSTRIA, COMERCIO E TRANSPORTES DE MADEIRAS LTDA;82.207.192/0001-76;238,689;223,560;230,443;227,175;220,428;213,551
47765;ALEMOLDE CL 514;ALEMOLDE INDUSTRIA E COMERCIO DE EMBALAGENS DE MATERIAL PLASTICO LTDA;10.344.758/0001-09;458,107;456,414;485,178;413,486;478,254;423,206
47769;LOJAS TORRA M3 CL 514;M3 ADMINISTRACAO E COBRANCA LTDA;34.780.489/0001-83;271,882;252,842;288,240;229,241;229,168;206,876
47774;PROPLAST CL 514;PROPLAST INDUSTRIA DE EMBALAGENS LTDA;18.710.130/0001-83;138,879;145,022;165,061;157,709;179,819;180,673
47776;CALCARIO NORTE SUL CL 514;CALCARIO NORTE-SUL LTDA;17.439.238/0001-10;1,621;1,300;5,302;51,082;67,945;58,983
47777;SSFILM CL 514;STRETCH SHRINK FILM LTDA;01.049.356/0001-82;78,530;182,758;186,873;153,203;163,851;85,537
47778;BEPACK CL;BEPACK INDUSTRIA DE EMBALAGENS PLASTICAS LTDA;18.754.827/0001-56;141,840;176,249;235,586;167,256;177,976;169,367
47781;BRITASUL CL 514;BRITASUL INDUSTRIA E MINERACAO LTDA;20.372.140/0001-06;175,077;194,116;234,956;175,965;232,102;188,492
47789;SAFETLINE CL 514;SAFETLINE EQUIPAMENTOS DE SEGURANCA LTDA;45.750.411/0001-32;136,637;121,413;143,626;125,413;151,980;133,866
47871;DOG STAR FOODS CL 514;DOG STAR FOODS NUTRICAO ANIMAL LTDA;10.605.441/0001-70;35,001;35,518;59,007;40,535;60,580;48,221
47900;MAUA POLIMEROS CL 514;MAUA POLIMEROS RECUPERACAO E COMERCIO PLASTICOS LTDA;30.317.711/0001-55;26,015;21,100;33,222;32,406;45,804;41,518
47910;UNIGGEL LTDA CL 514;UNIGGEL INDUSTRIA E COMERCIO DE SEMENTES LTDA;11.010.096/0001-95;133,374;361,192;556,364;270,279;260,908;238,390
47911;BELGA CL 514;BELGA INDUSTRIA E COMERCIO DE VIDROS LTDA;29.269.828/0001-21;64,642;59,332;80,724;65,004;75,088;66,847
47912;SFBC CL 514;SFBC PARTICIPACOES LTDA;38.652.462/0001-66;7,878;6,744;7,200;6,728;7,122;7,186
47915;FLIGHTPARTS LIVRE;DRAYTON AEROSPACE SA;32.997.995/0001-01;36,093;31,310;34,075;17,483;20,957;22,371
47930;DRAVA METAIS CL 514;DRAVA METAIS LTDA;54.248.968/0001-60;63,718;61,502;72,347;55,282;67,410;64,126
47934;CNA SP CL 514;COMPANHIA NACIONAL DE ALCOOL;60.881.299/0001-62;59,268;47,762;56,729;66,677;79,597;64,876
47939;CAVALCANTI INDUSTRIA CL 514;CAVALCANTI INDUSTRIA CERAMICA LTDA;11.028.144/0001-72;133,539;138,242;143,754;139,728;160,319;152,081
47943;LUKPLAST CL 514;LUKPLAST INDUSTRIA E COMERCIO LTDA;04.710.601/0001-49;55,364;46,136;59,093;41,322;53,390;53,868
47951;MEIRA LINS HOTEIS CL 514;MEIRA LINS HOTEIS LTDA;01.273.335/0001-46;321,776;262,334;286,448;257,931;254,198;207,570
47962;COFCO SORRISO II CL 514;COFCO INTERNATIONAL BRASIL S.A.;06.315.338/0182-47;119,436;189,916;105,230;106,052;64,811;157,594
47964;FRICAL ALIMENTOS CL 514;FRICAL ALIMENTOS S/A;01.417.701/0001-93;320,653;297,778;345,756;325,162;317,999;313,843
47971;VAPLAST CL 514;VAPLAST - INDUSTRIA DE PLASTICOS LTDA.;31.893.778/0001-09;118,757;143,728;167,791;114,501;150,444;147,555
47979;CENTER PAO CL 514;C & R PADARIA E SUPERMERCADOS LTDA;09.294.267/0001-03;118,657;112,711;128,910;119,722;114,814;105,293
47980;ENGEPAC CL 514;ENGEPAC BRITAGEM E COMERCIO DE PEDRAS LTDA;12.610.315/0001-30;79,368;92,597;104,011;0,000;0,000;0,000
48046;PEDREIRA COSTA CL 514;SHAMANTTA COSTA & CIA LTDA;27.208.664/0001-05;154,676;129,595;150,199;134,415;157,608;143,321
48052;LOJA ELETRICA CL 514;LOJA ELETRICA LTDA;17.155.342/0001-83;104,259;95,301;112,995;95,276;102,170;93,580
48053;NOVA ITA CL 514;NOVA ITA INDUSTRIA E COMERCIO DE MINERIOS LTDA;21.503.207/0001-59;95,617;125,107;135,976;160,732;224,312;237,264
48063;SANTA RITA CRISTAIS CL 514;SANTA RITA CRISTAIS TEMPERADOS LTDA;01.711.036/0001-46;60,119;54,202;62,773;50,399;66,925;62,315
48064;COAGROSOL COOPERATIVA CL 514;COAGROSOL - COOPERATIVA DOS AGROPECUARISTAS SOLIDARIOS DE IT;03.754.929/0003-66;326,697;318,349;303,977;202,124;282,952;309,418
48071;P MAGALHAES CL 514;TRANSPORTE E COMERCIO DE PESCADOS MAGALHAES LTDA;27.597.194/0001-00;107,748;159,450;107,686;114,132;103,459;103,768
48072;WINDOR CL 514;WINDOR - INDUSTRIA E COMERCIO DE METAIS LTDA;27.800.666/0001-80;153,615;160,412;172,123;126,538;133,502;135,413
48080;PINUSSUL CL 514;SERRARIA PINUSSUL LTDA;23.118.783/0001-08;85,421;108,998;112,811;100,508;115,534;122,826
48085;CORDEBRAS CL 514;CORDEBRAS LTDA;03.872.978/0001-31;437,178;395,812;477,268;369,154;424,138;403,120
48125;CIA DO BOI CL 514;COMPANHIA DO BOI COMERCIO DE CARNES LTDA;04.620.892/0001-84;338,263;315,983;316,213;303,191;312,516;304,169
48128;ENERBRAX ACUMULADORES CL 514;ENERBRAX - ACUMULADORES LTDA.;04.406.602/0001-02;216,063;199,472;203,667;181,612;227,275;230,613
48171;SPAAL CL 514;SPAAL INDUSTRIA E COMERCIO LTDA;46.270.518/0001-46;153,353;145,116;183,619;136,017;156,078;137,157
48172;TEXTIL SAO SEBASTIAO CL 514;OLIVEIRA & OLIVEIRA LTDA.;46.003.158/0003-88;150,346;143,512;151,730;99,462;99,108;97,689
48190;KAKA GRANITOS CL 514;KAKA GRANITOS LTDA;13.034.518/0001-98;86,934;93,598;84,800;82,765;111,822;108,340
48192;RESITOL CL 514;RESITOL INDUSTRIA QUIMICA LTDA;01.038.321/0001-48;169,308;172,457;204,675;182,820;199,887;191,026
48195;PLASTITAM CL 514;IND E COM DE PLASTICOS TAMANDARE LTDA;76.684.935/0001-04;61,940;58,002;90,099;67,242;77,748;98,084
48210;HOLIDAY INN CUIABA CL 514;DIAMANTE AZUL EMPRESA HOTELEIRA LTDA;08.876.164/0001-99;105,952;87,542;101,471;88,908;81,938;77,196
48233;PETMAIS LIVRE;INDUSTRIA PETMAIS EMBALAGENS LTDA;36.766.374/0001-60;0,437;0,000;0,000;0,000;0,000;0,000
48248;OK ALIMENTOS CL;CANDEIAS MELO INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;08.219.041/0001-85;134,995;87,495;134,813;121,728;127,391;105,916
48255;BAN POTE CL 514;INDUSTRIA BANDEIRANTE EMBALAGENS E UTILIDADES PLASTICAS LTDA;31.527.824/0001-48;490,314;501,842;589,180;459,146;573,361;549,306
48280;POTENCIAL PEDRAS CL 514;POTENCIAL PEDRAS DO BRASIL LTDA;19.390.433/0001-29;209,623;194,008;251,189;231,844;234,949;167,020
48306;CERAMICA MARANATA CL 514;CERAMICA MARANATA LTDA;04.989.930/0001-70;54,926;47,592;62,655;56,671;50,213;59,801
48330;INCAL CL 514;INCAL-INDUSTRIA NACIONAL DE CALCARIO LTDA;00.310.002/0001-87;223,466;223,318;266,170;199,326;254,729;257,065
48334;SALLETO CL 514;SALLETO INDUSTRIA E COMERCIO DE MOVEIS LTDA;04.955.577/0001-08;149,680;128,486;170,931;138,467;170,016;163,872
48342;INDUSTRIA DE EXTRUSAO CL 514;INDUSTRIA DE EXTRUSAO DE PLASTICOS LTDA;08.311.530/0001-62;140,870;104,160;147,839;106,706;124,512;113,172
48349;OURACAI CL 514;SAO FRANCISCO INDUSTRIA E COMERCIO DE POLPAS LTDA;29.472.104/0001-80;32,111;30,551;33,202;31,326;35,483;31,330
48350;MJB CL 514;MJB INDUSTRIA DE BEBIDAS E PLASTICO LTDA;16.682.796/0001-40;156,196;171,429;125,404;108,205;117,796;97,196
48394;TKC CL 514;TKC INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;09.304.993/0001-60;104,429;99,057;131,183;102,801;114,326;98,078
48400;FRI-SABOR CL 514;FRI-SABOR ALIMENTOS LTDA;09.574.645/0001-02;125,969;110,308;125,434;116,486;124,343;121,857
48403;MINERACAO BELA VISTA CL;MBV - MINERACAO BELA VISTA LTDA;03.334.595/0001-00;225,135;177,709;228,333;195,472;242,191;254,243
48409;AGUAS PRATA MATRIZ CL 514;AGUAS PRATA LTDA.;44.930.204/0001-05;174,524;165,913;196,348;170,277;191,417;160,752
48417;LUMAR PLASTICOS CL 514;LUMAR INDUSTRIA E COMERCIO DE PLASTICOS LTDA;08.208.505/0001-58;134,431;112,278;129,609;153,934;167,018;138,475
48422;PERIM FILIAL CL 514;OSVALDO PERIM SUPERMERCADOS LTDA;27.735.448/0013-43;289,348;268,906;297,244;252,440;236,873;227,283
48426;MACHADAOALTAFLORESTA CL 514;MARTINS & BRUCHMAM MARTINS LTDA;13.338.712/0002-48;228,477;220,000;233,733;223,910;247,454;229,693
48441;ALB INCORPORADORA CL 514;ALB INCORPORADORA E ADMINISTRADORA DE BENS PROPRIOS LTDA;21.169.348/0003-49;118,958;113,167;170,873;146,125;153,213;122,567
48446;BRASIMET ARAQUARI CL 514;BRASIMET PROCESSAMENTO TERMICO LTDA;60.856.820/0029-02;229,567;233,374;257,914;201,582;226,724;224,925
48449;PBF GRAFICA CL 514;PBF GRAFICA E TEXTIL LTDA;16.994.727/0001-71;48,630;45,670;52,540;38,893;46,001;33,265
48463;SAO CRISTOVAO TEMPER CL 514;SAO CRISTOVAO TEMPER LTDA;09.428.363/0001-05;177,684;162,067;185,281;156,644;183,350;185,180
48464;PLASPAK CL 514;PLASPAK PLASTICOS LTDA;13.547.619/0001-62;30,254;41,816;52,437;49,908;41,970;36,422
48471;BRAVA HOME CL 514;CONDOMINIO BRAVA HOME RESORT;16.996.396/0001-09;160,737;135,317;138,252;122,775;127,638;119,206
48477;KOWALSKY PESCADOS CL 514;COMERCIO E INDUSTRIA DE PESCADOS KOWALSKY;86.129.962/0001-60;217,624;227,278;233,159;227,833;253,453;219,256
48478;TERMOPLAST CL 514;TERMOPLAST EMBALAGENS LTDA;15.659.931/0001-73;272,775;245,276;314,099;254,064;266,145;235,379
48489;PROLAM CL 514;PROCOATING INDUSTRIAL DE LAMINADO DA AMAZONIA LTDA;06.177.753/0001-53;184,196;163,521;203,026;204,582;216,857;165,134
48494;PROJETO ALUMINIO CL 514;PROJETO ALUMINIO LTDA;96.162.276/0001-45;375,129;302,778;401,624;340,025;445,201;420,089
48500;PROCOPIAK CL 514;PROCOPIAK COMPENSADOS E EMBALAGENS SA;83.187.526/0001-50;318,740;306,089;332,599;322,257;312,154;317,632
48502;UNIAO BOSCATTI CL 514;UNIAO BOSCATTI PARTICIPACAO E ADMINISTRACAO S/A.;08.683.964/0001-93;324,482;314,608;425,479;327,278;327,366;284,287
48506;VENEZA FOODS CL 514;JL BUDOIA PANIFICADORA LTDA;10.785.828/0001-56;476,037;463,888;498,772;0,000;0,000;0,000
48514;ROMA SUPERMERCADO CL 514;ROMA SUPERMERCADO LTDA;01.234.967/0001-09;79,360;73,128;81,785;77,509;84,308;83,761
48516;MARINA BARRA CLUBE CL 514;MARINA BARRA CLUBE;27.644.400/0001-96;144,613;129,698;146,072;138,168;144,767;147,665
48526;VITEC C CL 514;VITEC INDUSTRIA DE VIDROS LTDA;12.744.981/0001-60;46,114;48,994;55,953;50,074;56,081;55,727
48530;SILIGEL CL 514;SILIGEL COMPONENTES PARA CALCADOS LTDA;94.539.350/0001-74;46,221;43,395;47,904;48,845;54,356;68,587
48538;MOBENSANI CL 514;MOBENSANI INDUSTRIAL E AUTOMOTIVA LTDA.;61.246.245/0001-98;197,692;203,552;235,026;188,329;230,218;219,286
48539;CLIN OFF CL 514;CLIN OFF DO BRASIL S.A.;01.313.795/0001-50;75,692;94,092;99,461;91,441;111,698;110,196
48542;ECOVASO CL 514;ECOVASO INDUSTRIA E COMERCIO DE ARTEFATOS PLASTICOS LTDA;09.303.087/0001-40;206,264;198,911;229,325;210,477;221,371;239,847
48544;CIDADE ENGENHARIA CL 514;CIDADE ENGENHARIA LTDA;36.221.828/0001-17;105,283;91,059;100,227;94,244;100,974;86,753
48556;DIAMANFER CL 514;DIAMANFER FERRAMENTAS TECNICAS LTDA;57.119.042/0001-63;41,595;49,143;61,588;50,726;51,975;47,890
48557;VINHOS RANDON CL 514;VINHOS RANDON LTDA;86.552.676/0001-03;140,077;194,298;221,606;137,946;207,190;190,586
48578;AFORT CL 514;AFORT INDUSTRIA DE PLASTICOS LTDA;17.289.826/0001-15;196,863;180,907;216,181;197,044;210,850;208,787
48587;SIMONETTO ALI CL 514;SIMONETTO ALIMENTOS LTDA;91.519.595/0001-41;187,757;164,362;199,784;167,628;185,350;156,605
48591;CERAMICA BLOCOFORTE CL 514;CERAMICA BLOCOFORTE LTDA;15.106.685/0001-22;61,105;82,958;98,948;90,296;94,799;87,297
48614;TM INDUSTRIA CL 514;TM INDUSTRIA E COMERCIO DE RESIDUOS DE MADEIRA LTDA;15.077.234/0001-04;188,999;172,540;239,132;212,464;171,164;116,472
48618;AGROFIT CL 514;AGROFIT INDUSTRIA E COMERCIO DE PLASTICOS AGRICOLAS LTDA;08.277.111/0001-51;61,504;55,647;58,773;45,891;52,765;51,347
48620;C CL AGROTROP;AGRO TROP INDUSTRIA DE FRUTAS LTDA;07.855.389/0001-04;302,824;198,142;237,528;152,823;85,133;88,087
48629;ARDOSIAS FIGUEIREDO CL 514;ARDOSIAS FIGUEIREDO & ALMEIDA LTDA;18.889.527/0001-84;79,161;83,167;94,026;81,287;95,882;100,351
48636;NILAN CL 514;NILAN DISTRIBUIDORA DE MARMORES E GRANITOS LTDA;13.904.656/0001-80;58,915;65,239;70,604;61,019;62,757;64,394
48646;BISCOITO CERES CL 514;INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS TERERE LTDA;42.156.904/0001-50;36,742;39,482;54,000;45,248;57,742;54,591
48667;LP&LS CL 514;L.P. & L.S. INDUSTRIA E COMERCIO DE AUTO PECAS LTDA;55.101.372/0001-04;53,928;54,383;67,482;53,898;64,598;61,242
48669;CONDOMINIO HOT SUITES CL 514;CONDOMINIO HOT SUITES OLIMPIA;41.794.395/0001-29;368,327;315,939;358,638;284,425;226,415;184,284
48684;LATICINIO DELLAVITA CL 514;LATICINIO DELLA VITA INDUSTRIA E COMERCIO LTDA;01.556.825/0001-50;191,812;179,516;205,318;177,429;182,105;171,628
48686;ROYALOLIMPIAHOTELEIRACL514;ROYAL OLIMPIA ADMINISTRADORA HOTELEIRA E PARTICIPACOES LTDA.;20.938.818/0001-67;607,306;440,261;475,584;433,394;424,372;400,844
48699;C CL DINPLAL PLASTICOS;DINPLAL PLASTICOS INDUSTRIA E COMERCIO LTDA;43.560.648/0001-25;97,631;150,685;149,288;134,268;130,446;106,813
48701;SUSIVAL CL 514;SUSIPLAST INDUSTRIA DE EMBALAGENS PLASTICAS LTDA;73.319.469/0001-61;41,697;44,035;52,767;42,402;52,175;54,435
48703;UNIMED - NOVA FRIBURGO CL 514;UNIMED DE NOVA FRIBURGO SOCIEDADE COOPERATIVA DE SERVICOS MEDICOS E HOSPITALARES LTDA;29.135.795/0002-08;88,806;90,231;97,892;77,670;71,122;65,823
48714;MEGAIPE CL 514;MINERACAO MEGAIPE LTDA;28.952.592/0001-60;131,917;112,510;155,242;145,743;136,961;128,048
48721;MADEIREIRAMFLORESTALCL514;MADEIREIRA MARACANA FLORESTAL LTDA;07.199.149/0001-90;275,439;215,397;265,772;249,557;271,632;264,484
48727;SHOPPRACANOVASANTAMARIACL514;SHOPPING PRACA NOVA SANTA MARIA;29.014.281/0001-13;532,845;452,468;510,540;375,971;340,996;316,721
48730;HOSPITALALDENORABELLOCL514;FUNDACAO ANTONIO JORGE DINO;05.292.982/0001-56;247,402;226,903;265,127;250,444;275,770;258,940
48734;ZENGLEIN CL 514;ZENGLEIN INDUSTRIA E COMERCIO DE CALCADOS LTDA;91.681.973/0001-99;77,485;70,289;81,062;57,763;64,550;60,658
48742;CHARRUA GAS CL 514;CHARRUA GAS NATURAL - DISTRIBUICAO, TRANSPORTE E COMPRESSAO LTDA.;30.053.915/0001-26;121,358;116,993;119,652;109,100;102,746;92,573
48755;SIDERURGICASAOJOAQUIMCL514;SIDERURGICA SAO JOAQUIM SOCIEDADE ANONIMA;45.365.541/0001-51;120,875;144,580;161,137;115,570;130,883;139,306
